iter	Passed	Remaining
1752	2257	1606
1753	2259	1604
1754	2260	1603
1755	2262	1602
1756	2263	1601
1757	2265	1600
1758	2266	1598
1759	2267	1597
1760	2268	1596
1761	2270	1594
1762	2271	1593
1763	2272	1592
1764	2274	1591
1765	2275	1589
1766	2276	1588
1767	2277	1587
1768	2279	1586
1769	2280	1584
1770	2281	1583
1771	2283	1582
1772	2284	1580
1773	2285	1579
1774	2287	1578
1775	2288	1577
1776	2289	1576
1777	2291	1574
1778	2292	1573
1779	2293	1571
1780	2294	1570
1781	2295	1569
1782	2297	1568
1783	2299	1567
1784	2300	1566
1785	2302	1564
1786	2303	1563
1787	2304	1562
1788	2305	1560
1789	2306	1559
1790	2308	1558
1791	2309	1556
1792	2310	1555
1793	2311	1554
1794	2313	1552
1795	2314	1551
1796	2315	1550
1797	2316	1548
1798	2317	1547
1799	2319	1546
1800	2320	1545
1801	2322	1543
1802	2323	1542
1803	2324	1541
1804	2325	1539
1805	2327	1538
1806	2328	1537
1807	2330	1536
1808	2331	1534
1809	2332	1533
1810	2334	1532
1811	2335	1531
1812	2336	1529
1813	2337	1528
1814	2339	1527
1815	2341	1526
1816	2342	1525
1817	2344	1524
1818	2345	1523
1819	2347	1521
1820	2348	1520
1821	2349	1519
1822	2351	1517
1823	2352	1516
1824	2353	1515
1825	2355	1514
1826	2356	1513
1827	2358	1512
1828	2360	1511
1829	2361	1509
1830	2362	1508
1831	2364	1507
1832	2365	1505
1833	2366	1504
1834	2367	1503
1835	2368	1501
1836	2370	1500
1837	2371	1499
1838	2372	1497
1839	2373	1496
1840	2375	1495
1841	2376	1493
1842	2377	1492
1843	2378	1491
1844	2379	1489
1845	2381	1488
1846	2382	1487
1847	2383	1485
1848	2384	1484
1849	2385	1483
1850	2387	1481
1851	2388	1480
1852	2389	1479
1853	2390	1477
1854	2391	1476
1855	2393	1475
1856	2394	1473
1857	2396	1472
1858	2397	1471
1859	2398	1470
1860	2400	1468
1861	2401	1467
1862	2403	1466
1863	2404	1465
1864	2406	1464
1865	2407	1463
1866	2408	1461
1867	2410	1461
1868	2412	1459
1869	2413	1458
1870	2414	1457
1871	2416	1455
1872	2417	1454
1873	2419	1453
1874	2420	1452
1875	2421	1450
1876	2422	1449
1877	2424	1448
1878	2425	1447
1879	2427	1445
1880	2428	1444
1881	2429	1443
1882	2431	1442
1883	2432	1440
1884	2433	1439
1885	2434	1438
1886	2436	1436
1887	2437	1435
1888	2438	1434
1889	2439	1432
1890	2440	1431
1891	2442	1430
1892	2444	1429
1893	2445	1427
1894	2446	1426
1895	2447	1425
1896	2448	1423
1897	2450	1422
1898	2451	1421
1899	2452	1419
1900	2453	1418
1901	2455	1417
1902	2456	1416
1903	2458	1414
1904	2459	1413
1905	2460	1412
1906	2461	1411
1907	2463	1409
1908	2465	1408
1909	2467	1407
1910	2468	1406
1911	2469	1405
1912	2471	1404
1913	2472	1402
1914	2473	1401
1915	2474	1400
1916	2476	1398
1917	2477	1397
1918	2479	1396
1919	2480	1395
1920	2481	1394
1921	2483	1392
1922	2484	1391
1923	2486	1390
1924	2487	1388
1925	2488	1387
1926	2489	1386
1927	2491	1385
1928	2492	1383
1929	2493	1382
1930	2494	1381
1931	2496	1379
1932	2497	1378
1933	2498	1377
1934	2499	1375
1935	2500	1374
1936	2501	1373
1937	2503	1371
1938	2504	1370
1939	2506	1369
1940	2507	1367
1941	2508	1366
1942	2510	1365
1943	2511	1364
1944	2512	1362
1945	2514	1361
1946	2515	1360
1947	2516	1359
1948	2518	1357
1949	2519	1356
1950	2520	1355
1951	2522	1354
1952	2523	1352
1953	2524	1351
1954	2526	1350
1955	2527	1349
1956	2528	1347
1957	2530	1346
1958	2531	1345
1959	2532	1343
1960	2534	1342
1961	2535	1341
1962	2536	1339
1963	2537	1338
1964	2539	1337
1965	2540	1335
1966	2541	1334
1967	2542	1333
1968	2543	1331
1969	2545	1330
1970	2546	1329
1971	2548	1328
1972	2549	1327
1973	2550	1325
1974	2552	1324
1975	2553	1323
1976	2554	1322
1977	2556	1320
1978	2557	1319
1979	2558	1317
1980	2559	1316
1981	2561	1315
1982	2562	1314
1983	2563	1312
1984	2565	1311
1985	2566	1310
1986	2567	1308
1987	2568	1307
1988	2569	1306
1989	2571	1304
1990	2572	1303
1991	2573	1302
1992	2574	1300
1993	2575	1299
1994	2576	1298
1995	2578	1296
1996	2579	1295
1997	2580	1293
1998	2581	1292
1999	2582	1291
2000	2583	1289
2001	2584	1288
2002	2585	1287
2003	2587	1285
2004	2588	1284
2005	2589	1283
2006	2590	1281
2007	2592	1280
2008	2593	1279
2009	2595	1278
2010	2596	1277
2011	2597	1275
2012	2599	1274
2013	2600	1272
2014	2601	1271
2015	2602	1270
2016	2603	1268
2017	2604	1267
2018	2605	1266
2019	2607	1264
2020	2608	1263
2021	2609	1262
2022	2611	1261
2023	2612	1259
2024	2613	1258
2025	2614	1257
2026	2616	1255
2027	2617	1254
2028	2618	1253
2029	2620	1251
2030	2621	1250
2031	2622	1249
2032	2623	1248
2033	2624	1246
2034	2626	1245
2035	2627	1243
2036	2628	1242
2037	2629	1241
2038	2630	1239
2039	2631	1238
2040	2632	1237
2041	2634	1235
2042	2635	1234
2043	2636	1233
2044	2637	1231
2045	2638	1230
2046	2639	1228
2047	2640	1227
2048	2642	1226
2049	2643	1224
2050	2644	1223
2051	2646	1222
2052	2647	1221
2053	2649	1220
2054	2650	1218
2055	2651	1217
2056	2652	1216
2057	2654	1214
2058	2655	1213
2059	2656	1212
2060	2657	1210
2061	2659	1209
2062	2660	1208
2063	2661	1206
2064	2662	1205
2065	2664	1204
2066	2665	1203
2067	2666	1201
2068	2667	1200
2069	2668	1198
2070	2669	1197
2071	2670	1196
2072	2671	1194
2073	2672	1193
2074	2674	1192
2075	2675	1190
2076	2676	1189
2077	2677	1188
2078	2679	1186
2079	2680	1185
2080	2681	1184
2081	2682	1182
2082	2683	1181
2083	2687	1181
2084	2690	1180
2085	2691	1179
2086	2692	1177
2087	2693	1176
2088	2695	1175
2089	2696	1174
2090	2697	1172
2091	2698	1171
2092	2699	1169
2093	2700	1168
2094	2702	1167
2095	2703	1166
2096	2704	1164
2097	2705	1163
2098	2706	1161
2099	2707	1160
2100	2708	1159
2101	2709	1157
2102	2711	1156
2103	2712	1155
2104	2713	1153
2105	2714	1152
2106	2715	1150
2107	2716	1149
2108	2717	1148
2109	2718	1146
2110	2720	1145
2111	2721	1144
2112	2722	1142
2113	2723	1141
2114	2724	1140
2115	2725	1138
2116	2726	1137
2117	2727	1135
2118	2729	1134
2119	2730	1133
2120	2731	1132
2121	2733	1130
2122	2734	1129
2123	2735	1128
2124	2737	1127
2125	2738	1125
2126	2740	1124
2127	2741	1123
2128	2742	1121
2129	2743	1120
2130	2744	1119
2131	2745	1117
2132	2746	1116
2133	2748	1115
2134	2749	1113
2135	2750	1112
2136	2752	1111
2137	2753	1110
2138	2754	1108
2139	2755	1107
2140	2756	1105
2141	2758	1104
2142	2759	1103
2143	2761	1102
2144	2762	1101
2145	2763	1099
2146	2764	1098
2147	2766	1097
2148	2767	1095
2149	2768	1094
2150	2769	1093
2151	2770	1091
2152	2772	1090
2153	2773	1089
2154	2774	1087
2155	2775	1086
2156	2776	1085
2157	2778	1083
2158	2779	1082
2159	2780	1081
2160	2781	1079
2161	2782	1078
2162	2783	1077
2163	2785	1075
2164	2786	1074
2165	2787	1073
2166	2788	1071
2167	2790	1070
2168	2791	1069
2169	2792	1068
2170	2793	1066
2171	2795	1065
2172	2796	1064
2173	2798	1063
2174	2799	1061
2175	2800	1060
2176	2801	1059
2177	2802	1057
2178	2804	1056
2179	2805	1055
2180	2806	1053
2181	2807	1052
2182	2808	1051
2183	2810	1049
2184	2811	1048
2185	2812	1047
2186	2813	1045
2187	2814	1044
2188	2816	1043
2189	2817	1042
2190	2819	1040
2191	2820	1039
2192	2821	1038
2193	2822	1036
2194	2823	1035
2195	2825	1034
2196	2826	1033
2197	2827	1031
2198	2828	1030
2199	2829	1029
2200	2831	1027
2201	2832	1026
2202	2833	1025
2203	2834	1023
2204	2835	1022
2205	2837	1021
2206	2838	1019
2207	2839	1018
2208	2840	1017
2209	2841	1015
2210	2842	1014
2211	2844	1013
2212	2845	1011
2213	2846	1010
2214	2847	1009
2215	2848	1007
2216	2851	1007
2217	2852	1005
2218	2854	1004
2219	2855	1003
2220	2856	1001
2221	2857	1000
2222	2858	999
2223	2860	998
2224	2861	996
2225	2862	995
2226	2863	994
2227	2865	992
2228	2866	991
2229	2868	990
2230	2869	989
2231	2870	987
2232	2871	986
2233	2872	985
2234	2873	983
2235	2874	982
2236	2876	981
2237	2877	979
2238	2878	978
2239	2879	977
2240	2881	975
2241	2882	974
2242	2883	973
2243	2884	971
2244	2886	970
2245	2887	969
2246	2888	967
2247	2889	966
2248	2890	965
2249	2892	964
2250	2893	962
2251	2894	961
2252	2895	960
2253	2896	958
2254	2898	957
2255	2899	956
2256	2901	955
2257	2902	953
2258	2904	952
2259	2905	951
2260	2906	949
2261	2907	948
2262	2908	947
2263	2909	945
2264	2910	944
2265	2912	943
2266	2913	942
2267	2914	940
2268	2916	939
2269	2919	938
2270	2921	937
2271	2922	936
2272	2923	935
2273	2929	935
2274	2932	934
2275	2935	933
2276	2938	932
2277	2940	931
2278	2941	930
2279	2944	929
2280	2948	929
2281	2950	928
2282	2951	927
2283	2953	925
2284	2954	924
2285	2955	923
2286	2956	921
2287	2964	922
2288	2966	921
2289	2968	920
2290	2969	918
2291	2970	917
2292	2971	916
2293	2973	915
2294	2974	913
2295	2975	912
2296	2977	911
2297	2978	909
2298	2979	908
2299	2980	907
2300	2981	905
2301	2983	904
2302	2984	903
2303	2985	901
2304	2986	900
2305	2987	899
2306	2988	897
2307	2990	896
2308	2991	895
2309	2992	893
2310	2993	892
2311	2995	891
2312	2996	889
2313	2997	888
2314	2998	887
2315	2999	885
2316	3001	884
2317	3002	883
2318	3003	882
2319	3004	880
2320	3005	879
2321	3006	877
2322	3008	876
2323	3009	875
2324	3010	873
2325	3011	872
2326	3012	871
2327	3013	869
2328	3014	868
2329	3016	867
2330	3017	866
2331	3019	864
2332	3020	863
2333	3021	862
2334	3022	860
2335	3024	859
2336	3025	858
2337	3026	857
2338	3027	855
2339	3029	854
2340	3030	853
2341	3031	851
2342	3033	850
2343	3034	849
2344	3035	847
2345	3036	846
2346	3038	845
2347	3039	843
2348	3040	842
2349	3041	841
2350	3043	840
2351	3044	838
2352	3045	837
2353	3047	836
2354	3048	834
2355	3049	833
2356	3051	832
2357	3052	831
2358	3053	829
2359	3055	828
2360	3056	827
2361	3057	825
2362	3058	824
2363	3059	823
2364	3061	821
2365	3062	820
2366	3063	819
2367	3065	818
2368	3067	816
2369	3068	815
2370	3069	814
2371	3071	813
2372	3072	811
2373	3073	810
2374	3074	809
2375	3076	807
2376	3077	806
2377	3079	805
2378	3080	804
2379	3082	802
2380	3083	801
2381	3084	800
2382	3086	799
2383	3087	797
2384	3088	796
2385	3089	795
2386	3090	793
2387	3092	792
2388	3093	791
2389	3095	789
2390	3096	788
2391	3097	787
2392	3098	786
2393	3099	784
2394	3101	783
2395	3102	782
2396	3103	780
2397	3105	779
2398	3106	778
2399	3108	777
2400	3109	775
2401	3110	774
2402	3112	773
2403	3113	771
2404	3114	770
2405	3116	769
2406	3117	767
2407	3118	766
2408	3119	765
2409	3121	764
2410	3122	762
2411	3123	761
2412	3124	760
2413	3126	758
2414	3127	757
2415	3129	756
2416	3130	755
2417	3131	753
2418	3133	752
2419	3134	751
2420	3135	749
2421	3137	748
2422	3138	747
2423	3139	746
2424	3141	744
2425	3142	743
2426	3143	742
2427	3145	741
2428	3146	739
2429	3148	738
2430	3149	737
2431	3150	735
2432	3151	734
2433	3153	733
2434	3154	731
2435	3155	730
2436	3156	729
2437	3157	727
2438	3158	726
2439	3159	725
2440	3161	723
2441	3162	722
2442	3163	721
2443	3165	720
2444	3166	718
2445	3167	717
2446	3169	716
2447	3170	714
2448	3171	713
2449	3173	712
2450	3174	711
2451	3175	709
2452	3177	708
2453	3178	707
2454	3179	705
2455	3181	704
2456	3182	703
2457	3184	702
2458	3185	700
2459	3186	699
2460	3187	698
2461	3189	696
2462	3190	695
2463	3191	694
2464	3192	692
2465	3194	691
2466	3195	690
2467	3197	689
2468	3198	687
2469	3199	686
2470	3200	685
2471	3201	683
2472	3203	682
2473	3204	681
2474	3206	680
2475	3207	678
2476	3208	677
2477	3210	676
2478	3211	674
2479	3213	673
2480	3214	672
2481	3216	671
2482	3217	669
2483	3218	668
2484	3220	667
2485	3221	666
2486	3222	664
2487	3223	663
2488	3224	662
2489	3226	660
2490	3227	659
2491	3228	658
2492	3230	656
2493	3231	655
2494	3232	654
2495	3234	653
2496	3235	651
2497	3236	650
2498	3237	649
2499	3239	647
2500	3240	646
2501	3241	645
2502	3243	643
2503	3244	642
2504	3245	641
2505	3247	640
2506	3248	638
2507	3249	637
2508	3251	636
2509	3252	634
2510	3253	633
2511	3255	632
2512	3256	631
2513	3257	629
2514	3258	628
2515	3260	627
2516	3261	625
2517	3262	624
2518	3263	623
2519	3265	621
2520	3266	620
2521	3267	619
2522	3268	617
2523	3270	616
2524	3271	615
2525	3272	614
2526	3274	612
2527	3275	611
2528	3276	610
2529	3278	608
2530	3279	607
2531	3280	606
2532	3281	605
2533	3283	603
2534	3284	602
2535	3286	601
2536	3287	599
2537	3288	598
2538	3289	597
2539	3291	596
2540	3292	594
2541	3293	593
2542	3294	592
2543	3296	590
2544	3297	589
2545	3298	588
2546	3299	586
2547	3301	585
2548	3302	584
2549	3303	583
2550	3304	581
2551	3306	580
2552	3307	579
2553	3308	577
2554	3310	576
2555	3311	575
2556	3312	573
2557	3314	572
2558	3315	571
2559	3316	570
2560	3317	568
2561	3318	567
2562	3320	566
2563	3321	564
2564	3322	563
2565	3323	562
2566	3324	560
2567	3326	559
2568	3327	558
2569	3328	556
2570	3330	555
2571	3331	554
2572	3333	553
2573	3334	551
2574	3335	550
2575	3337	549
2576	3338	548
2577	3339	546
2578	3341	545
2579	3343	544
2580	3344	542
2581	3345	541
2582	3346	540
2583	3348	539
2584	3349	537
2585	3351	536
2586	3352	535
2587	3353	533
2588	3355	532
2589	3356	531
2590	3358	530
2591	3359	528
2592	3360	527
2593	3362	526
2594	3363	524
2595	3365	523
2596	3368	522
2597	3369	521
2598	3370	520
2599	3371	518
2600	3373	517
2601	3374	516
2602	3375	514
2603	3376	513
2604	3377	512
2605	3379	510
2606	3380	509
2607	3381	508
2608	3382	506
2609	3383	505
2610	3384	504
2611	3386	503
2612	3387	501
2613	3388	500
2614	3390	499
2615	3391	497
2616	3393	496
2617	3394	495
2618	3396	494
2619	3397	492
2620	3398	491
2621	3400	490
2622	3401	488
2623	3403	487
2624	3404	486
2625	3405	484
2626	3406	483
2627	3407	482
2628	3409	481
2629	3410	479
2630	3411	478
2631	3412	477
2632	3413	475
2633	3415	474
2634	3416	473
2635	3417	471
2636	3418	470
2637	3419	469
2638	3421	467
2639	3422	466
2640	3424	465
2641	3425	464
2642	3426	462
2643	3427	461
2644	3428	460
2645	3430	458
2646	3431	457
2647	3432	456
2648	3434	455
2649	3435	453
2650	3436	452
2651	3437	451
2652	3438	449
2653	3439	448
2654	3441	447
2655	3442	445
2656	3443	444
2657	3444	443
2658	3446	441
2659	3447	440
2660	3448	439
2661	3449	438
2662	3451	436
2663	3452	435
2664	3453	434
2665	3454	432
2666	3455	431
2667	3456	430
2668	3457	428
2669	3458	427
2670	3460	426
2671	3461	424
2672	3462	423
2673	3463	422
2674	3464	420
2675	3465	419
2676	3466	418
2677	3467	416
2678	3468	415
2679	3470	414
2680	3471	413
2681	3472	411
2682	3473	410
2683	3475	409
2684	3476	407
2685	3477	406
2686	3479	405
2687	3480	403
2688	3481	402
2689	3482	401
2690	3484	400
2691	3485	398
2692	3486	397
2693	3488	396
2694	3489	394
2695	3491	393
2696	3495	392
2697	3496	391
2698	3497	390
2699	3498	388
2700	3500	387
2701	3501	386
2702	3502	384
2703	3504	383
2704	3505	382
2705	3507	381
2706	3508	379
2707	3509	378
2708	3511	377
2709	3512	375
2710	3513	374
2711	3514	373
2712	3515	371
2713	3516	370
2714	3517	369
2715	3519	367
2716	3520	366
2717	3521	365
2718	3522	364
2719	3523	362
2720	3525	361
2721	3526	360
2722	3527	358
2723	3528	357
2724	3529	356
2725	3531	354
2726	3532	353
2727	3533	352
2728	3535	351
2729	3536	349
2730	3537	348
2731	3538	347
2732	3540	345
2733	3541	344
2734	3542	343
2735	3543	341
2736	3544	340
2737	3545	339
2738	3547	338
2739	3548	336
2740	3549	335
2741	3551	334
2742	3552	332
2743	3553	331
2744	3554	330
2745	3555	328
2746	3557	327
2747	3558	326
2748	3559	325
2749	3561	323
2750	3562	322
2751	3563	321
2752	3564	319
2753	3566	318
2754	3567	317
2755	3568	315
2756	3569	314
2757	3570	313
2758	3572	312
2759	3573	310
2760	3574	309
2761	3575	308
2762	3576	306
2763	3578	305
2764	3579	304
2765	3580	302
2766	3581	301
2767	3582	300
2768	3583	298
2769	3585	297
2770	3586	296
2771	3587	295
2772	3588	293
2773	3590	292
2774	3591	291
2775	3592	289
2776	3594	288
2777	3595	287
2778	3596	286
2779	3597	284
2780	3599	283
2781	3600	282
2782	3602	280
2783	3603	279
2784	3604	278
2785	3605	276
2786	3607	275
2787	3608	274
2788	3610	273
2789	3611	271
2790	3612	270
2791	3614	269
2792	3615	267
2793	3616	266
2794	3617	265
2795	3619	264
2796	3620	262
2797	3621	261
2798	3622	260
2799	3623	258
2800	3624	257
2801	3625	256
2802	3626	254
2803	3628	253
2804	3629	252
2805	3630	251
2806	3632	249
2807	3633	248
2808	3634	247
2809	3636	245
2810	3637	244
2811	3638	243
2812	3640	241
2813	3641	240
2814	3642	239
2815	3643	238
2816	3644	236
2817	3646	235
2818	3647	234
2819	3648	232
2820	3649	231
2821	3650	230
2822	3651	228
2823	3653	227
2824	3654	226
2825	3655	225
2826	3656	223
2827	3657	222
2828	3658	221
2829	3660	219
2830	3661	218
2831	3662	217
2832	3663	215
2833	3664	214
2834	3665	213
2835	3666	212
2836	3667	210
2837	3668	209
2838	3670	208
2839	3671	206
2840	3672	205
2841	3673	204
2842	3675	202
2843	3676	201
2844	3677	200
2845	3679	199
2846	3680	197
2847	3681	196
2848	3682	195
2849	3683	193
2850	3685	192
2851	3686	191
2852	3687	190
2853	3688	188
2854	3690	187
2855	3691	186
2856	3692	184
2857	3693	183
2858	3694	182
2859	3695	180
2860	3696	179
2861	3698	178
2862	3699	177
2863	3701	175
2864	3702	174
2865	3703	173
2866	3704	171
2867	3706	170
2868	3707	169
2869	3708	167
2870	3709	166
2871	3711	165
2872	3712	164
2873	3713	162
2874	3714	161
2875	3716	160
2876	3717	158
2877	3718	157
2878	3720	156
2879	3721	155
2880	3722	153
2881	3723	152
2882	3724	151
2883	3726	149
2884	3727	148
2885	3728	147
2886	3729	145
2887	3731	144
2888	3732	143
2889	3734	142
2890	3735	140
2891	3736	139
2892	3737	138
2893	3739	136
2894	3740	135
2895	3741	134
2896	3742	133
2897	3743	131
2898	3745	130
2899	3746	129
2900	3747	127
2901	3749	126
2902	3750	125
2903	3751	124
2904	3753	122
2905	3754	121
2906	3755	120
2907	3756	118
2908	3757	117
2909	3758	116
2910	3760	114
2911	3761	113
2912	3762	112
2913	3763	111
2914	3764	109
2915	3765	108
2916	3766	107
2917	3767	105
2918	3769	104
2919	3770	103
2920	3771	101
2921	3772	100
2922	3773	99
2923	3774	98
2924	3775	96
2925	3777	95
2926	3778	94
2927	3779	92
2928	3781	91
2929	3782	90
2930	3783	89
2931	3784	87
2932	3785	86
2933	3787	85
2934	3788	83
2935	3789	82
2936	3790	81
2937	3791	80
2938	3792	78
2939	3793	77
2940	3795	76
2941	3796	74
2942	3797	73
2943	3799	72
2944	3800	70
2945	3801	69
2946	3802	68
2947	3803	67
2948	3804	65
2949	3806	64
2950	3807	63
2951	3808	61
2952	3810	60
2953	3811	59
2954	3812	58
2955	3813	56
2956	3814	55
2957	3816	54
2958	3817	52
2959	3819	51
2960	3820	50
2961	3821	49
2962	3823	47
2963	3824	46
2964	3825	45
2965	3827	43
2966	3828	42
2967	3829	41
2968	3830	39
2969	3831	38
2970	3833	37
2971	3834	36
2972	3835	34
2973	3837	33
2974	3838	32
2975	3839	30
2976	3841	29
2977	3842	28
2978	3843	27
2979	3845	25
2980	3846	24
2981	3847	23
2982	3849	21
2983	3850	20
2984	3851	19
2985	3852	18
2986	3854	16
2987	3855	15
2988	3857	14
2989	3858	12
2990	3859	11
2991	3861	10
2992	3862	9
2993	3863	7
2994	3865	6
2995	3866	5
2996	3867	3
2997	3868	2
2998	3869	1
2999	3871	0
