iter	Passed	Remaining
688	856	2872
689	857	2870
690	858	2869
691	860	2869
692	861	2868
693	863	2867
694	864	2866
695	865	2865
696	866	2863
697	867	2862
698	869	2861
699	870	2860
700	871	2859
701	873	2858
702	874	2857
703	875	2855
704	876	2854
705	877	2852
706	879	2852
707	880	2851
708	881	2849
709	883	2848
710	884	2846
711	885	2845
712	886	2844
713	888	2843
714	889	2842
715	890	2841
716	891	2840
717	893	2838
718	894	2836
719	895	2835
720	896	2834
721	898	2833
722	899	2832
723	900	2831
724	901	2830
725	903	2828
726	904	2827
727	905	2826
728	906	2824
729	907	2823
730	909	2821
731	910	2820
732	911	2819
733	912	2818
734	914	2817
735	915	2816
736	916	2815
737	918	2815
738	919	2814
739	921	2813
740	922	2812
741	923	2811
742	925	2810
743	926	2810
744	928	2809
745	929	2808
746	931	2808
747	932	2807
748	933	2806
749	934	2804
750	936	2803
751	937	2802
752	938	2801
753	939	2800
754	941	2798
755	942	2798
756	943	2796
757	945	2795
758	946	2793
759	947	2792
760	950	2795
761	951	2794
762	952	2793
763	954	2793
764	955	2792
765	957	2791
766	958	2790
767	959	2788
768	960	2787
769	961	2785
770	963	2784
771	964	2783
772	965	2782
773	966	2780
774	968	2781
775	969	2779
776	971	2778
777	972	2776
778	973	2775
779	974	2774
780	976	2773
781	977	2771
782	978	2771
783	979	2769
784	981	2768
785	982	2766
786	983	2765
787	984	2764
788	985	2762
789	987	2761
790	988	2760
791	989	2758
792	990	2757
793	992	2756
794	993	2755
795	994	2754
796	996	2753
797	997	2751
798	998	2751
799	1000	2750
800	1001	2749
801	1002	2747
802	1005	2750
803	1006	2749
804	1007	2748
805	1009	2747
806	1010	2746
807	1013	2749
808	1016	2753
809	1018	2752
810	1019	2751
811	1020	2750
812	1022	2749
813	1023	2748
814	1024	2746
815	1025	2745
816	1027	2745
817	1028	2743
818	1029	2742
819	1030	2740
820	1032	2740
821	1033	2739
822	1035	2738
823	1036	2737
824	1037	2735
825	1039	2734
826	1040	2733
827	1041	2731
828	1042	2730
829	1044	2729
830	1045	2728
831	1046	2727
832	1047	2725
833	1048	2724
834	1050	2723
835	1051	2722
836	1052	2720
837	1054	2720
838	1055	2718
839	1057	2718
840	1058	2717
841	1059	2715
842	1060	2714
843	1062	2713
844	1063	2712
845	1065	2711
846	1066	2710
847	1067	2709
848	1069	2709
849	1070	2707
850	1071	2706
851	1073	2705
852	1074	2703
853	1075	2702
854	1076	2701
855	1078	2700
856	1079	2699
857	1080	2697
858	1081	2696
859	1083	2695
860	1084	2694
861	1086	2694
862	1087	2693
863	1088	2692
864	1090	2691
865	1092	2691
866	1093	2690
867	1094	2689
868	1096	2688
869	1098	2688
870	1099	2687
871	1100	2685
872	1101	2684
873	1103	2683
874	1104	2682
875	1105	2680
876	1106	2679
877	1108	2678
878	1109	2676
879	1110	2675
880	1111	2673
881	1112	2672
882	1113	2670
883	1115	2669
884	1116	2667
885	1117	2666
886	1118	2665
887	1120	2664
888	1121	2662
889	1122	2661
890	1123	2659
891	1125	2658
892	1126	2657
893	1127	2656
894	1128	2654
895	1130	2653
896	1131	2652
897	1132	2650
898	1133	2649
899	1135	2648
900	1136	2647
901	1137	2646
902	1138	2644
903	1140	2643
904	1141	2642
905	1142	2641
906	1144	2640
907	1145	2639
908	1147	2638
909	1148	2637
910	1149	2635
911	1151	2635
912	1152	2633
913	1153	2633
914	1155	2632
915	1156	2631
916	1157	2629
917	1158	2628
918	1160	2627
919	1161	2626
920	1162	2624
921	1164	2623
922	1165	2622
923	1166	2620
924	1167	2619
925	1169	2618
926	1170	2617
927	1171	2616
928	1173	2615
929	1175	2617
930	1177	2617
931	1179	2617
932	1181	2616
933	1182	2615
934	1184	2615
935	1185	2613
936	1186	2612
937	1187	2611
938	1189	2609
939	1190	2608
940	1191	2607
941	1193	2606
942	1194	2605
943	1195	2603
944	1196	2602
945	1197	2601
946	1199	2599
947	1200	2598
948	1201	2597
949	1202	2595
950	1204	2594
951	1205	2594
952	1207	2593
953	1208	2592
954	1209	2590
955	1211	2589
956	1212	2587
957	1213	2586
958	1214	2585
959	1216	2584
960	1217	2583
961	1218	2581
962	1219	2580
963	1221	2579
964	1222	2577
965	1223	2577
966	1225	2575
967	1226	2574
968	1227	2573
969	1229	2572
970	1230	2570
971	1231	2569
972	1232	2568
973	1233	2566
974	1235	2565
975	1236	2563
976	1237	2562
977	1238	2561
978	1240	2560
979	1241	2559
980	1243	2558
981	1244	2557
982	1245	2556
983	1247	2555
984	1248	2554
985	1250	2553
986	1251	2552
987	1253	2552
988	1254	2551
989	1256	2550
990	1257	2548
991	1258	2548
992	1260	2546
993	1261	2545
994	1262	2544
995	1263	2542
996	1265	2541
997	1266	2540
998	1267	2538
999	1268	2537
1000	1270	2536
1001	1271	2535
1002	1272	2533
1003	1273	2532
1004	1275	2531
1005	1276	2529
1006	1277	2528
1007	1279	2527
1008	1280	2526
1009	1281	2524
1010	1282	2523
1011	1284	2522
1012	1285	2521
1013	1286	2519
1014	1288	2519
1015	1289	2518
1016	1290	2516
1017	1292	2515
1018	1293	2514
1019	1294	2512
1020	1295	2511
1021	1297	2510
1022	1298	2509
1023	1299	2507
1024	1300	2506
1025	1302	2505
1026	1303	2504
1027	1304	2503
1028	1306	2501
1029	1307	2500
1030	1308	2499
1031	1309	2497
1032	1311	2496
1033	1312	2495
1034	1313	2494
1035	1315	2493
1036	1316	2492
1037	1317	2491
1038	1319	2490
1039	1320	2489
1040	1322	2488
1041	1323	2486
1042	1324	2485
1043	1325	2483
1044	1327	2483
1045	1328	2481
1046	1330	2480
1047	1331	2479
1048	1332	2478
1049	1333	2477
1050	1334	2475
1051	1336	2474
1052	1337	2472
1053	1338	2471
1054	1339	2470
1055	1341	2468
1056	1342	2468
1057	1344	2467
1058	1345	2466
1059	1347	2465
1060	1348	2463
1061	1349	2463
1062	1351	2462
1063	1352	2461
1064	1354	2460
1065	1355	2458
1066	1356	2457
1067	1357	2456
1068	1359	2455
1069	1360	2453
1070	1361	2452
1071	1362	2451
1072	1364	2450
1073	1366	2450
1074	1367	2449
1075	1369	2447
1076	1370	2446
1077	1371	2445
1078	1372	2443
1079	1373	2442
1080	1375	2441
1081	1376	2439
1082	1378	2439
1083	1379	2438
1084	1380	2436
1085	1381	2435
1086	1383	2434
1087	1384	2433
1088	1385	2432
1089	1387	2431
1090	1388	2429
1091	1390	2428
1092	1391	2427
1093	1392	2426
1094	1393	2424
1095	1394	2423
1096	1396	2421
1097	1397	2420
1098	1398	2419
1099	1400	2418
1100	1401	2416
1101	1402	2415
1102	1403	2414
1103	1405	2413
1104	1406	2412
1105	1407	2410
1106	1409	2409
1107	1410	2408
1108	1411	2406
1109	1412	2405
1110	1414	2404
1111	1415	2402
1112	1416	2401
1113	1417	2400
1114	1419	2399
1115	1420	2397
1116	1421	2396
1117	1422	2395
1118	1424	2393
1119	1425	2393
1120	1426	2391
1121	1428	2390
1122	1429	2389
1123	1430	2388
1124	1432	2387
1125	1433	2385
1126	1434	2384
1127	1435	2383
1128	1437	2381
1129	1438	2380
1130	1439	2378
1131	1440	2377
1132	1442	2376
1133	1443	2374
1134	1444	2373
1135	1446	2372
1136	1447	2372
1137	1449	2371
1138	1451	2372
1139	1455	2373
1140	1456	2372
1141	1458	2372
1142	1459	2370
1143	1460	2369
1144	1461	2367
1145	1463	2366
1146	1464	2365
1147	1465	2364
1148	1467	2363
1149	1468	2362
1150	1469	2361
1151	1471	2360
1152	1472	2358
1153	1473	2357
1154	1474	2355
1155	1476	2354
1156	1477	2353
1157	1478	2351
1158	1479	2350
1159	1481	2349
1160	1482	2347
1161	1483	2346
1162	1484	2345
1163	1485	2343
1164	1487	2342
1165	1488	2340
1166	1489	2339
1167	1490	2337
1168	1491	2336
1169	1492	2335
1170	1494	2333
1171	1495	2332
1172	1496	2330
1173	1498	2330
1174	1500	2329
1175	1501	2328
1176	1502	2327
1177	1503	2326
1178	1505	2324
1179	1506	2323
1180	1507	2321
1181	1508	2320
1182	1510	2319
1183	1511	2317
1184	1512	2316
1185	1513	2315
1186	1515	2314
1187	1516	2313
1188	1518	2312
1189	1519	2311
1190	1520	2310
1191	1522	2308
1192	1523	2307
1193	1524	2305
1194	1525	2304
1195	1527	2303
1196	1528	2302
1197	1529	2301
1198	1530	2299
1199	1532	2298
1200	1533	2296
1201	1534	2295
1202	1535	2293
1203	1536	2292
1204	1538	2291
1205	1539	2290
1206	1540	2288
1207	1542	2287
1208	1543	2286
1209	1544	2285
1210	1545	2283
1211	1547	2282
1212	1548	2281
1213	1549	2279
1214	1550	2278
1215	1552	2277
1216	1553	2275
1217	1554	2274
1218	1556	2273
1219	1557	2272
1220	1558	2270
1221	1559	2269
1222	1561	2268
1223	1562	2267
1224	1563	2265
1225	1564	2264
1226	1566	2263
1227	1567	2262
1228	1569	2261
1229	1571	2260
1230	1572	2259
1231	1573	2258
1232	1575	2257
1233	1576	2256
1234	1578	2255
1235	1581	2256
1236	1582	2255
1237	1584	2254
1238	1585	2253
1239	1586	2252
1240	1587	2250
1241	1589	2249
1242	1590	2247
1243	1591	2246
1244	1592	2245
1245	1593	2243
1246	1594	2242
1247	1596	2240
1248	1597	2239
1249	1598	2237
1250	1599	2236
1251	1600	2235
1252	1602	2233
1253	1603	2232
1254	1605	2231
1255	1606	2230
1256	1607	2229
1257	1608	2227
1258	1609	2226
1259	1611	2225
1260	1612	2224
1261	1613	2222
1262	1615	2221
1263	1616	2220
1264	1617	2219
1265	1619	2217
1266	1620	2216
1267	1621	2214
1268	1623	2214
1269	1624	2212
1270	1625	2211
1271	1626	2209
1272	1628	2208
1273	1629	2207
1274	1630	2205
1275	1631	2204
1276	1632	2202
1277	1633	2201
1278	1635	2200
1279	1636	2198
1280	1637	2197
1281	1638	2196
1282	1639	2194
1283	1641	2193
1284	1642	2192
1285	1643	2191
1286	1645	2189
1287	1646	2188
1288	1648	2188
1289	1649	2186
1290	1651	2185
1291	1652	2184
1292	1653	2182
1293	1654	2181
1294	1655	2180
1295	1656	2178
1296	1658	2177
1297	1659	2176
1298	1660	2174
1299	1661	2173
1300	1663	2171
1301	1664	2170
1302	1665	2169
1303	1666	2168
1304	1668	2166
1305	1669	2165
1306	1670	2164
1307	1672	2163
1308	1673	2162
1309	1675	2160
1310	1676	2159
1311	1677	2158
1312	1678	2156
1313	1680	2155
1314	1681	2154
1315	1682	2153
1316	1684	2152
1317	1685	2150
1318	1687	2150
1319	1688	2148
1320	1689	2147
1321	1691	2146
1322	1692	2144
1323	1693	2143
1324	1694	2142
1325	1695	2140
1326	1696	2139
1327	1697	2137
1328	1698	2135
1329	1699	2134
1330	1700	2132
1331	1702	2131
1332	1703	2129
1333	1704	2129
1334	1705	2127
1335	1707	2126
1336	1708	2124
1337	1709	2123
1338	1710	2121
1339	1711	2120
1340	1712	2118
1341	1713	2117
1342	1714	2115
1343	1715	2114
1344	1717	2112
1345	1718	2111
1346	1719	2109
1347	1720	2108
1348	1721	2106
1349	1722	2105
1350	1723	2103
1351	1724	2102
1352	1725	2100
1353	1727	2100
1354	1728	2098
1355	1729	2097
1356	1730	2095
1357	1731	2094
1358	1732	2092
1359	1734	2091
1360	1735	2089
1361	1736	2088
1362	1737	2087
1363	1739	2085
1364	1740	2084
1365	1741	2082
1366	1742	2081
1367	1743	2079
1368	1744	2078
1369	1745	2077
1370	1747	2075
1371	1748	2074
1372	1749	2072
1373	1750	2071
1374	1751	2070
1375	1753	2069
1376	1754	2067
1377	1755	2066
1378	1756	2064
1379	1758	2064
1380	1759	2062
1381	1760	2061
1382	1761	2059
1383	1762	2058
1384	1764	2056
1385	1765	2055
1386	1766	2053
1387	1767	2052
1388	1768	2051
1389	1769	2049
1390	1770	2048
1391	1771	2046
1392	1772	2045
1393	1773	2043
1394	1775	2042
1395	1776	2041
1396	1778	2040
1397	1779	2039
1398	1780	2037
1399	1781	2036
1400	1782	2034
1401	1783	2033
1402	1785	2031
1403	1786	2030
1404	1787	2029
1405	1788	2027
1406	1789	2026
1407	1790	2024
1408	1792	2023
1409	1793	2022
1410	1794	2021
1411	1796	2019
1412	1797	2018
1413	1798	2016
1414	1799	2015
1415	1800	2014
1416	1802	2013
1417	1803	2011
1418	1804	2010
1419	1805	2009
1420	1807	2008
1421	1808	2007
1422	1810	2005
1423	1811	2004
1424	1812	2003
1425	1813	2001
1426	1814	2000
1427	1816	1999
1428	1817	1998
1429	1819	1997
1430	1820	1995
1431	1821	1994
1432	1822	1993
1433	1824	1991
1434	1825	1990
1435	1826	1989
1436	1827	1987
1437	1828	1986
1438	1830	1985
1439	1831	1984
1440	1833	1983
1441	1834	1982
1442	1835	1980
1443	1837	1979
1444	1838	1978
1445	1840	1977
1446	1841	1976
1447	1842	1974
1448	1843	1973
1449	1845	1972
1450	1846	1971
1451	1847	1969
1452	1849	1968
1453	1850	1967
1454	1852	1966
1455	1853	1965
1456	1854	1964
1457	1856	1962
1458	1857	1961
1459	1858	1960
1460	1859	1958
1461	1860	1957
1462	1862	1956
1463	1863	1955
1464	1865	1954
1465	1866	1953
1466	1867	1951
1467	1869	1950
1468	1870	1949
1469	1871	1948
1470	1873	1947
1471	1874	1945
1472	1875	1944
1473	1877	1943
1474	1878	1942
1475	1880	1941
1476	1883	1942
1477	1886	1942
1478	1887	1941
1479	1889	1940
1480	1894	1943
1481	1896	1942
1482	1899	1943
1483	1900	1941
1484	1905	1943
1485	1907	1943
1486	1910	1943
1487	1911	1942
1488	1915	1943
1489	1917	1943
1490	1920	1943
1491	1923	1944
1492	1925	1943
1493	1926	1941
1494	1927	1940
1495	1928	1938
1496	1929	1937
1497	1930	1936
1498	1932	1934
1499	1933	1933
1500	1934	1932
1501	1935	1930
1502	1936	1929
1503	1938	1927
1504	1939	1926
1505	1940	1924
1506	1941	1923
1507	1942	1922
1508	1944	1920
1509	1945	1919
1510	1946	1918
1511	1948	1917
1512	1949	1915
1513	1950	1914
1514	1952	1913
1515	1953	1911
1516	1954	1910
1517	1955	1909
1518	1956	1907
1519	1957	1906
1520	1959	1904
1521	1960	1903
1522	1961	1902
1523	1962	1900
1524	1963	1899
1525	1965	1898
1526	1966	1896
1527	1967	1895
1528	1968	1893
1529	1970	1892
1530	1971	1891
1531	1972	1890
1532	1973	1888
1533	1975	1887
1534	1976	1886
1535	1978	1885
1536	1979	1884
1537	1980	1882
1538	1982	1881
1539	1983	1880
1540	1984	1879
1541	1986	1877
1542	1987	1876
1543	1988	1875
1544	1989	1873
1545	1990	1872
1546	1992	1871
1547	1993	1869
1548	1994	1868
1549	1995	1867
1550	1996	1865
1551	1998	1864
1552	1999	1862
1553	2000	1861
1554	2001	1859
1555	2002	1858
1556	2003	1856
1557	2004	1855
1558	2005	1854
1559	2007	1852
1560	2008	1851
1561	2009	1850
1562	2010	1848
1563	2012	1847
1564	2013	1846
1565	2014	1844
1566	2015	1843
1567	2017	1842
1568	2018	1840
1569	2019	1839
1570	2020	1837
1571	2021	1836
1572	2022	1835
1573	2023	1833
1574	2025	1832
1575	2026	1830
1576	2027	1829
1577	2028	1827
1578	2029	1826
1579	2030	1825
1580	2031	1823
1581	2033	1822
1582	2034	1820
1583	2035	1819
1584	2036	1818
1585	2037	1816
1586	2038	1815
1587	2039	1813
1588	2041	1812
1589	2042	1810
1590	2043	1809
1591	2044	1807
1592	2045	1806
1593	2046	1805
1594	2047	1803
1595	2048	1802
1596	2049	1800
1597	2050	1799
1598	2052	1797
1599	2053	1796
1600	2054	1795
1601	2055	1793
1602	2056	1792
1603	2057	1790
1604	2059	1789
1605	2060	1788
1606	2061	1786
1607	2062	1785
1608	2063	1784
1609	2064	1782
1610	2066	1781
1611	2067	1780
1612	2068	1778
1613	2070	1777
1614	2071	1776
1615	2072	1775
1616	2073	1773
1617	2075	1772
1618	2076	1771
1619	2077	1769
1620	2078	1768
1621	2079	1767
1622	2081	1765
1623	2082	1764
1624	2083	1763
1625	2084	1761
1626	2086	1760
1627	2087	1759
1628	2088	1757
1629	2090	1756
1630	2091	1755
1631	2093	1754
1632	2094	1753
1633	2095	1752
1634	2097	1750
1635	2098	1749
1636	2099	1748
1637	2101	1747
1638	2102	1745
1639	2103	1744
1640	2104	1743
1641	2106	1741
1642	2107	1740
1643	2108	1739
1644	2109	1737
1645	2111	1736
1646	2112	1735
1647	2113	1734
1648	2115	1732
1649	2116	1731
1650	2117	1730
1651	2119	1729
1652	2120	1727
1653	2121	1726
1654	2123	1725
1655	2124	1724
1656	2125	1723
1657	2127	1721
1658	2128	1720
1659	2130	1719
1660	2131	1718
1661	2132	1717
1662	2133	1715
1663	2135	1714
1664	2137	1713
1665	2138	1712
1666	2139	1710
1667	2140	1709
1668	2141	1708
1669	2143	1706
1670	2144	1705
1671	2145	1704
1672	2147	1703
1673	2148	1701
1674	2149	1700
1675	2150	1699
1676	2152	1697
1677	2153	1696
1678	2155	1695
1679	2156	1694
1680	2157	1692
1681	2159	1691
1682	2160	1690
1683	2161	1689
1684	2163	1688
1685	2164	1686
1686	2165	1685
1687	2166	1684
1688	2168	1682
1689	2169	1681
1690	2171	1680
1691	2172	1679
1692	2173	1677
1693	2174	1676
1694	2175	1675
1695	2177	1673
1696	2178	1672
1697	2179	1671
1698	2180	1670
1699	2182	1668
1700	2183	1667
1701	2184	1666
1702	2185	1664
1703	2187	1663
1704	2188	1662
1705	2189	1660
1706	2191	1659
1707	2192	1658
1708	2193	1657
1709	2195	1655
1710	2200	1658
1711	2202	1656
1712	2203	1655
1713	2204	1654
1714	2206	1652
1715	2207	1651
1716	2208	1650
1717	2209	1648
1718	2211	1647
1719	2212	1646
1720	2213	1645
1721	2215	1644
1722	2216	1642
1723	2218	1641
1724	2219	1640
1725	2221	1639
1726	2222	1638
1727	2223	1637
1728	2225	1635
1729	2226	1634
1730	2227	1633
1731	2228	1631
1732	2230	1630
1733	2231	1629
1734	2232	1627
1735	2233	1626
1736	2235	1625
1737	2236	1624
1738	2237	1622
1739	2239	1621
1740	2240	1620
1741	2242	1619
1742	2243	1618
1743	2245	1616
1744	2246	1615
1745	2247	1614
1746	2248	1613
1747	2250	1611
1748	2251	1610
1749	2253	1609
1750	2254	1608
1751	2256	1607
